"Stknmec","Stkcd","Accper","AnaAttention","ReportAttention"
"迪威迅","300167","2021-12-31","",""
"万达信息","300168","2011-12-31","16","22"
"万达信息","300168","2012-12-31","8","18"
"万达信息","300168","2013-12-31","4","18"
"万达信息","300168","2014-12-31","12","42"
"万达信息","300168","2015-12-31","16","55"
"万达信息","300168","2016-12-31","8","18"
"万达信息","300168","2017-12-31","5","7"
"万达信息","300168","2018-12-31","7","15"
"万达信息","300168","2019-12-31","8","19"
"万达信息","300168","2020-12-31","11","20"
"万达信息","300168","2021-12-31","11","23"
"天晟新材","300169","2011-12-31","29","39"
"天晟新材","300169","2012-12-31","12","20"
"天晟新材","300169","2013-12-31","2","2"
"天晟新材","300169","2014-12-31","8","15"
"天晟新材","300169","2015-12-31","1","1"
"天晟新材","300169","2016-12-31","",""
"天晟新材","300169","2017-12-31","1","1"
"天晟新材","300169","2018-12-31","",""
"天晟新材","300169","2019-12-31","",""
"天晟新材","300169","2020-12-31","",""
"天晟新材","300169","2021-12-31","",""
"汉得信息","300170","2011-12-31","28","46"
"汉得信息","300170","2012-12-31","24","57"
"汉得信息","300170","2013-12-31","18","47"
"汉得信息","300170","2014-12-31","20","44"
"汉得信息","300170","2015-12-31","17","27"
"汉得信息","300170","2016-12-31","12","20"
"汉得信息","300170","2017-12-31","22","41"
"汉得信息","300170","2018-12-31","28","59"
"汉得信息","300170","2019-12-31","18","27"
"汉得信息","300170","2020-12-31","2","2"
"汉得信息","300170","2021-12-31","1","1"
"东富龙","300171","2011-12-31","34","64"
